,logFC,AveExpr,t,P.Value,adj.P.Val,B,symbol
200764_s_at,-0.445325066,7.74583401,-5.936125541,1.42E-06,6.08E-05,5.240985633,CTNNA1
208771_s_at,-0.444929786,11.62406974,-3.10272317,0.004045396,0.025550879,-2.38350523,LTA4H
205836_s_at,-0.444795419,6.555599785,-4.574404846,7.12E-05,0.001143679,1.454302126,YTHDC2
229884_s_at,-0.44477635,5.764874832,-4.57169796,7.17E-05,0.001150159,1.446861183,MRPL2
225113_at,-0.444673729,6.565784571,-4.188590742,0.000212667,0.002651674,0.403059456,AGPS
225842_at,-0.444493752,5.122709681,-3.216288985,0.003013746,0.020522678,-2.109094944,PHLDA1
205835_s_at,-0.444487253,4.956340607,-3.923995977,0.000445757,0.004684173,-0.303910842,YTHDC2
234148_at,-0.44433717,6.366017427,-3.080821795,0.0042797,0.026687112,-2.435842798,NA
226297_at,-0.44423928,10.78740346,-6.57235653,2.33E-07,1.65E-05,6.996529206,HIPK3
222741_s_at,-0.444214436,6.583827493,-6.198130726,6.72E-07,3.56E-05,5.967169265,SAYSD1
1557562_at,-0.444021075,4.953698423,-3.653757233,0.000937395,0.008312042,-1.010135368,NA
225870_s_at,-0.443933184,8.461445457,-5.117470991,1.50E-05,0.000351542,2.958997873,TRAPPC5
231829_at,-0.44392191,6.640565219,-2.981665889,0.005511235,0.032179282,-2.670320719,MAVS
221881_s_at,-0.443842656,6.253015563,-2.911382064,0.006579713,0.036555817,-2.833973859,CLIC4
211317_s_at,-0.443766346,9.0614033,-2.962085089,0.00579116,0.033308614,-2.716131366,CFLAR
213923_at,-0.443756031,9.757825229,-5.77504773,2.26E-06,8.44E-05,4.792906586,RAP2B
212598_at,-0.443755111,5.472321045,-4.301049096,0.000154819,0.002073673,0.707315991,WDFY3
210298_x_at,-0.443650217,6.66124437,-3.14760106,0.003602852,0.023523338,-2.275663601,FHL1
1557169_x_at,-0.443593399,4.433477804,-3.606237976,0.00106663,0.009196975,-1.132371697,HCG11
211108_s_at,-0.443575855,4.188353117,-4.95248722,2.41E-05,0.000505701,2.499913923,JAK3
220243_at,-0.443450441,5.511912204,-4.001053573,0.000359734,0.003970746,-0.099440911,ZBTB44
242243_at,-0.44343108,5.710694424,-4.238984341,0.000184502,0.002380725,0.53915014,TMF1
231769_at,-0.443400292,7.720895631,-3.4283622,0.001721592,0.013326924,-1.584053607,FBXO6
240269_at,-0.443327489,5.091478703,-4.342558346,0.000137648,0.001893309,0.820110134,NA
240315_at,-0.442952831,6.658733935,-4.921510325,2.63E-05,0.000538939,2.41386199,NA
200805_at,-0.44290947,8.420586271,-6.00878429,1.15E-06,5.22E-05,5.442738146,LMAN2
202110_at,-0.442451565,10.38361337,-6.319578296,4.76E-07,2.79E-05,6.302364576,COX7B
1557239_at,-0.442418533,6.243932145,-3.209990505,0.003063677,0.020790188,-2.124443235,BBX
203079_s_at,-0.442305465,7.581355945,-6.753873282,1.40E-07,1.19E-05,7.491674615,CUL2
243937_x_at,-0.442237477,5.999052825,-4.063401944,0.000302229,0.003458428,0.066886596,AGAP6
203248_at,-0.441971624,7.393425256,-4.675921714,5.32E-05,0.000914944,1.733894477,ZNF24
227864_s_at,-0.441906306,7.291996938,-5.599986437,3.73E-06,0.00012254,4.304983404,MVB12A
210154_at,-0.44190566,7.729501752,-5.46630242,5.48E-06,0.000163982,3.932003464,ME2
AFFX-M27830_M_at,-0.44188888,10.9062955,-5.267535705,9.71E-06,0.000254743,3.377363806,NA
201307_at,-0.441781555,7.597751143,-4.117667691,0.000259592,0.003075444,0.212260108,SEPTIN11
227741_at,-0.441712017,6.287809314,-7.304804453,3.03E-08,4.00E-06,8.974408298,HACD2
227013_at,-0.441572491,8.128046777,-4.107484908,0.000267115,0.003144134,0.184939599,LATS2
219451_at,-0.441332778,5.633200656,-5.568184176,4.09E-06,0.000131825,4.216274469,MSRB2
224522_s_at,-0.441294206,5.980078884,-6.164753115,7.40E-07,3.81E-05,5.874877024,DCAKD
241091_at,-0.441256299,5.314944046,-3.917284229,0.000454138,0.004749426,-0.321660188,AGO3
203280_at,-0.441032215,5.899871319,-6.134540716,8.06E-07,4.03E-05,5.791277532,SAFB2
222705_s_at,-0.441006358,4.230096421,-6.849373106,1.07E-07,9.85E-06,7.750948304,SLC25A15
224748_at,-0.440947586,9.193324406,-6.906295881,9.13E-08,8.71E-06,7.905062404,DCAF7
213395_at,-0.44088657,5.854165331,-3.310705022,0.002352457,0.016957232,-1.877280392,MLC1
205131_x_at,-0.440724755,4.987281571,-5.700780809,2.79E-06,9.83E-05,4.586008597,CLEC11A
206129_s_at,-0.440598432,5.114750503,-4.446322453,0.000102518,0.00150717,1.103119491,ARSB
1568834_s_at,-0.440467796,7.000457726,-5.441520894,5.88E-06,0.000172988,3.862846731,CCDC90B
213562_s_at,-0.440289198,3.598056545,-4.382809694,0.000122796,0.001729491,0.929720799,SQLE
200039_s_at,-0.440194914,9.281825084,-5.37858754,7.05E-06,0.000199125,3.687218857,PSMB2
224866_at,-0.439912568,8.500361454,-5.474124005,5.36E-06,0.000161301,3.953830302,FAR1
1552649_a_at,-0.439700244,4.686769694,-5.150895619,1.36E-05,0.000328011,3.052132006,NA
217815_at,-0.439373054,8.473846334,-6.411739763,3.67E-07,2.31E-05,6.556032013,SUPT16H
226571_s_at,-0.439325265,5.980314163,-5.666878733,3.08E-06,0.000105735,4.491511446,PTPRS
218206_x_at,-0.43920619,8.762654258,-7.124578121,4.98E-08,5.73E-06,8.492940091,SCAND1
1554145_a_at,-0.439039357,7.392311788,-5.739804518,2.50E-06,9.06E-05,4.694743904,PPP1R21
209288_s_at,-0.438648186,9.524313737,-3.801582356,0.000625311,0.006089929,-0.626030497,CDC42EP3
205841_at,-0.438535133,7.139001789,-3.933685311,0.000433923,0.004583609,-0.278269887,JAK2
229653_at,-0.438482074,5.407816748,-5.127524769,1.45E-05,0.000344451,2.987007972,VPS53
200916_at,-0.438468571,11.13748178,-3.018364272,0.005020728,0.030003871,-2.584019082,TAGLN2
229650_s_at,-0.438451753,7.264258577,-6.402984553,3.76E-07,2.36E-05,6.53196136,SMIM7
235611_at,-0.438435465,6.154124671,-4.369990387,0.000127346,0.001778451,0.894787434,SREK1
223712_at,-0.438421245,6.002187377,-4.633638319,6.01E-05,0.001002681,1.617317432,PCBD2
203518_at,-0.43822417,9.743076547,-6.655746297,1.84E-07,1.42E-05,7.224370481,LYST
225144_at,-0.438110752,7.345275889,-6.07354155,9.59E-07,4.55E-05,5.622325109,BMPR2
202483_s_at,-0.438007877,8.370419736,-6.032257786,1.08E-06,4.96E-05,5.507861292,RANBP1
204764_at,-0.437972427,6.279130511,-2.963754595,0.005766779,0.033199814,-2.712231926,NA
221858_at,-0.437957186,5.617753562,-3.515018178,0.001364764,0.011142078,-1.365206179,TBC1D12
223191_at,-0.437882091,8.565687598,-4.307163206,0.000152163,0.002046582,0.723914131,COX16
221650_s_at,-0.437848111,6.203560687,-5.889749758,1.62E-06,6.68E-05,5.112086124,MED18
219190_s_at,-0.437734459,6.382209098,-4.259157354,0.000174286,0.002281325,0.593743704,AGO4
201727_s_at,-0.437696565,6.838121704,-7.433452928,2.13E-08,3.15E-06,9.315802528,ELAVL1
1559052_s_at,-0.437663328,7.197534958,-3.752094327,0.00071643,0.006733853,-0.755242242,PAK2
208351_s_at,-0.43732311,7.987742171,-5.13466644,1.42E-05,0.000339079,3.00690682,MAPK1
226051_at,-0.4372819,5.93610332,-4.14546784,0.000240096,0.002906832,0.286943561,SELENOM
218438_s_at,-0.437218042,8.128599868,-6.11779399,8.45E-07,4.18E-05,5.744914758,MED28
201962_s_at,-0.437162821,6.855880232,-7.227931442,3.74E-08,4.63E-06,8.769493105,RNF41
227200_at,-0.437043507,8.603922655,-5.147134841,1.37E-05,0.000330308,3.0416513,ETV3
1564970_at,-0.43697402,3.921394102,-3.973026652,0.000388954,0.00422755,-0.173953821,SETDB2
208885_at,-0.436967096,11.90789012,-5.314960367,8.47E-06,0.000229699,3.509671802,LCP1
225900_at,-0.436681567,5.168665704,-4.473709154,9.48E-05,0.001421288,1.17804776,EXOC6B
213330_s_at,-0.436586159,7.91566013,-5.6398596,3.33E-06,0.000112508,4.416180123,STIP1
229126_at,-0.436467793,7.186625989,-4.521040085,8.29E-05,0.001280942,1.30775474,TMEM19
228565_at,-0.436437965,4.880069175,-3.959625977,0.000403734,0.004346167,-0.209523432,MAP3K21
214130_s_at,-0.436394931,5.166208267,-3.35521864,0.002091296,0.015503947,-1.766892884,NA
226426_at,-0.436369408,8.174859296,-6.531821438,2.61E-07,1.79E-05,6.885560259,ADNP
221383_at,-0.436341262,5.04198911,-4.008521162,0.000352318,0.00390853,-0.07956031,NMUR1
235678_at,-0.436199931,6.375633618,-4.446057551,0.000102595,0.001507901,1.102395191,GM2A
1554503_a_at,-0.436003462,7.308599558,-2.975079904,0.005603928,0.032525985,-2.68574761,OSCAR
225262_at,-0.435960554,8.454464682,-3.132609503,0.003745288,0.024176339,-2.311776673,FOSL2
202969_at,-0.435842646,7.659266399,-3.754660174,0.000711403,0.006698121,-0.748557894,DYRK2
244691_at,-0.435586996,3.677504896,-4.229378359,0.000189571,0.002429063,0.513176601,SETD5
225401_at,-0.435543826,7.249972828,-3.34722386,0.002136053,0.015756702,-1.78676904,GLMP
230343_at,-0.435414443,5.643818053,-3.643260028,0.000964566,0.008493744,-1.037191827,CST3
211986_at,-0.435278464,10.74780065,-3.44641752,0.001640518,0.012865745,-1.538650612,AHNAK
200950_at,-0.435077185,8.219349517,-5.791965449,2.15E-06,8.17E-05,4.840013224,ARPC1A
1558699_a_at,-0.435020801,6.652827077,-4.117415409,0.000259775,0.003075622,0.211583004,HERPUD2
1555278_a_at,-0.434856987,7.027159734,-4.075816091,0.000291906,0.003367391,0.100094358,CKAP5
219235_s_at,-0.434827381,6.4422333,-3.548630894,0.001246561,0.010399103,-1.279696323,PHACTR4
208720_s_at,-0.434466195,10.02108644,-5.975184039,1.27E-06,5.59E-05,5.349471544,RBM39
224717_s_at,-0.434356455,8.566006344,-5.586893807,3.87E-06,0.000126257,4.268464895,SMIM7
207419_s_at,-0.434312632,10.5328379,-4.910300187,2.72E-05,0.000552041,2.382734211,RAC2
208116_s_at,-0.434287841,7.048155801,-3.52975684,0.001311658,0.010803687,-1.327753156,MAN1A1
1555832_s_at,-0.434148205,10.8110747,-3.920088741,0.000450617,0.004721694,-0.314244802,KLF6
218695_at,-0.434080217,7.097779481,-5.955217988,1.35E-06,5.84E-05,5.294024304,EXOSC4
228614_at,-0.434018419,5.986886842,-4.653711672,5.67E-05,0.000959018,1.67263957,MTLN
220553_s_at,-0.433983087,6.980791562,-3.571250824,0.001172656,0.009911112,-1.221962906,PRPF39
228416_at,-0.433802669,5.978896097,-4.150955853,0.000236421,0.002867419,0.301703042,ACVR2A
35201_at,-0.4337538,7.867060595,-5.056724358,1.78E-05,0.000401661,2.789831282,HNRNPL
212257_s_at,-0.43344717,7.515938195,-6.30456008,4.97E-07,2.88E-05,6.260969246,SMARCA2
1558249_s_at,-0.433423188,8.58401968,-5.204152074,1.17E-05,0.000291122,3.200590733,STX16
210240_s_at,-0.433344404,7.766721626,-3.801920228,0.000624729,0.00608535,-0.625146253,CDKN2D
209113_s_at,-0.433259857,6.338132695,-4.565042854,7.31E-05,0.001164708,1.42857031,HMG20B
1554889_at,-0.433229862,3.44738424,-5.824245316,1.96E-06,7.69E-05,4.929867719,TIA1
201804_x_at,-0.432923922,9.422583746,-5.504081027,4.91E-06,0.000149953,4.037424609,TBCB
219693_at,-0.432689269,5.69933803,-3.686950951,0.000856274,0.007750297,-0.924381714,AGPAT4
1563483_at,-0.432580824,4.49860618,-5.058485143,1.77E-05,0.000400289,2.794732741,LINC00869
204841_s_at,-0.432577868,4.858519908,-3.991198608,0.000369755,0.004057061,-0.125659936,EEA1
222597_at,-0.432541864,7.267263031,-4.645831551,5.80E-05,0.000976057,1.650917388,SNAP29
225655_at,-0.432534247,4.825129616,-4.161800296,0.000229321,0.002798066,0.330883657,UHRF1
203532_x_at,-0.432471499,5.265446578,-4.101351132,0.000271749,0.003180882,0.168491789,CUL5
236314_at,-0.432413621,6.131618515,-4.948129631,2.44E-05,0.000509533,2.487805636,EPM2AIP1
218699_at,-0.432208014,9.645683628,-3.842996032,0.000557826,0.005572655,-0.517442905,RAB29
212404_s_at,-0.431980889,5.4785389,-6.987664456,7.28E-08,7.51E-06,8.124790255,UBE3B
208581_x_at,-0.431974461,8.631326536,-3.538579776,0.001280828,0.010605676,-1.305301558,MT1X
219162_s_at,-0.431725461,7.702448119,-6.303279193,4.99E-07,2.88E-05,6.257437943,MRPL11
224645_at,-0.431626471,7.383705592,-3.713474819,0.000796396,0.007323063,-0.855647803,EIF4EBP2
201193_at,-0.43161602,9.2966592,-5.216875212,1.12E-05,0.000283884,3.23606829,IDH1
243765_at,-0.431520508,3.632648925,-4.71740555,4.73E-05,0.000835286,1.84842478,NA
238649_at,-0.431409685,6.265412323,-3.573309106,0.001166146,0.009863711,-1.216702068,PITPNC1
232432_s_at,-0.431373314,7.526672387,-5.785022466,2.19E-06,8.28E-05,4.820681952,SLC30A5
205851_at,-0.431367137,6.947877487,-6.165153914,7.39E-07,3.81E-05,5.875985685,NME6
208270_s_at,-0.431332814,9.181420784,-3.466656709,0.001554013,0.01232816,-1.487632346,RNPEP
229017_s_at,-0.430876734,5.554163874,-4.441728064,0.000103867,0.001522086,1.090558675,DSTYK
218748_s_at,-0.430866591,6.748125552,-4.040683017,0.000322055,0.003635839,0.006190365,EXOC5
225929_s_at,-0.430716966,9.282289923,-5.69366632,2.85E-06,9.98E-05,4.566180379,RNF213
235217_at,-0.430615301,4.96754311,-6.932822435,8.48E-08,8.40E-06,7.976769463,LINC01004
225828_at,-0.430498434,5.770430988,-5.42289043,6.21E-06,0.000180774,3.81085454,DAGLB
226391_at,-0.430442737,7.135529165,-5.927267831,1.46E-06,6.18E-05,5.216373325,BRAF
208639_x_at,-0.430386836,9.157673555,-5.541644174,4.41E-06,0.000139143,4.142232763,PDIA6
224953_at,-0.430354051,6.875769854,-3.286684363,0.002506106,0.017820435,-1.93656114,YIPF5
1559067_a_at,-0.430250746,6.816918946,-3.674562779,0.000885718,0.007954479,-0.956420437,NA
208932_at,-0.430198379,8.935889151,-7.396271031,2.36E-08,3.44E-06,9.21733337,PPP4C
217949_s_at,-0.42996424,8.069903043,-5.880648361,1.67E-06,6.83E-05,5.08677836,VKORC1
225774_at,-0.429941405,6.321039216,-5.207737532,1.15E-05,0.000289095,3.210588161,RSPRY1
212334_at,-0.429790912,10.19394055,-5.567361326,4.10E-06,0.000131981,4.213979013,GNS
243026_x_at,-0.429659915,7.151130067,-2.931932021,0.006248628,0.035257353,-2.786349313,XIAP
221495_s_at,-0.429455351,9.156601325,-7.023395437,6.59E-08,6.94E-06,8.221060885,TCF25
1557637_at,-0.429425056,4.241990778,-5.65657744,3.17E-06,0.000108301,4.462792603,NA
212033_at,-0.429423085,9.073424796,-4.505929373,8.65E-05,0.001323148,1.266316424,RBM25
209500_x_at,-0.429299106,9.241252282,-4.16000876,0.000230479,0.002809691,0.326061512,NA
204047_s_at,-0.429250614,5.642416235,-5.545107456,4.37E-06,0.000138426,4.151895194,PHACTR2
201523_x_at,-0.429115817,8.850265194,-5.527446146,4.60E-06,0.000142911,4.102619332,UBE2N
205351_at,-0.428962105,5.069368998,-4.996529323,2.12E-05,0.000457115,2.622347102,GGCX
207508_at,-0.428954671,10.07390349,-6.520848603,2.69E-07,1.84E-05,6.85549723,ATP5MC3
220615_s_at,-0.428817024,6.939117963,-4.262181972,0.000172803,0.002266255,0.601934661,FAR2
1555199_at,-0.428593475,3.450460711,-4.01938017,0.000341801,0.003814651,-0.05063082,GOSR1
213694_at,-0.428395735,8.519307748,-4.248449657,0.000179637,0.00233349,0.564757785,RSBN1
241342_at,-0.428254765,6.531866359,-4.045963708,0.000317336,0.003595183,0.020289401,TMEM65
222668_at,-0.428238329,5.549411717,-3.076725629,0.004324929,0.026901651,-2.445609846,KCTD15
221616_s_at,-0.427790081,6.264065553,-5.310057938,8.59E-06,0.000232139,3.495993402,TAF9B
1552315_at,-0.427734666,8.815696528,-5.479433829,5.28E-06,0.000159557,3.968647659,GIMAP1
219980_at,-0.42766313,6.750853355,-5.774057383,2.26E-06,8.45E-05,4.790148717,ABHD18
219953_s_at,-0.427662877,6.308535047,-4.931346675,2.56E-05,0.000528864,2.441181018,AKIP1
1552717_s_at,-0.427575635,5.837615883,-7.546832094,1.56E-08,2.67E-06,9.615040228,NA
212820_at,-0.427530046,9.769926777,-4.931430542,2.56E-05,0.000528864,2.441413968,DMXL2
224811_at,-0.427272524,7.808791135,-5.312321018,8.54E-06,0.00023088,3.502307649,LPP
244115_at,-0.427250802,5.388693282,-4.740800908,4.42E-05,0.000799403,1.913080644,FAM126A
219938_s_at,-0.42716809,8.291474519,-5.63581481,3.36E-06,0.000113423,4.404901594,PSTPIP2
220363_s_at,-0.427127127,6.965993764,-5.092619595,1.61E-05,0.000369995,2.889775757,ELMO2
238002_at,-0.42711936,6.189069854,-4.648971918,5.75E-05,0.000969116,1.659573355,GOLIM4
1555469_a_at,-0.427025247,6.689743642,-5.678040202,2.98E-06,0.00010311,4.522625564,CLASP2
205140_at,-0.42693191,7.101871381,-5.121030402,1.48E-05,0.000349156,2.968914115,FPGT
231854_at,-0.426827422,4.691565511,-4.320741955,0.000146424,0.00198457,0.760796525,PIK3CA
212659_s_at,-0.426796648,6.391496683,-5.809677724,2.04E-06,7.91E-05,4.889321822,IL1RN
227034_at,-0.426787454,6.382290106,-3.863012101,0.00052781,0.005341249,-0.464815418,SOWAHC
210561_s_at,-0.42673112,9.783897927,-4.716491206,4.74E-05,0.000837206,1.845898812,WSB1
228963_at,-0.426717405,8.005457178,-5.007975277,2.05E-05,0.000446174,2.654181399,RSBN1L
214530_x_at,-0.426695823,5.802551541,-4.815575748,3.57E-05,0.000678079,2.120020077,EPB41
209456_s_at,-0.42654712,5.849418849,-4.876607373,2.99E-05,0.000595125,2.28922265,FBXW11
1561073_at,-0.426368707,4.283797041,-4.743973042,4.38E-05,0.000793795,1.921850685,NA
209052_s_at,-0.426324053,5.121395162,-4.796826664,3.76E-05,0.000705996,2.068092368,NSD2
221268_s_at,-0.42627591,7.333991777,-3.534081165,0.001296459,0.010707535,-1.316752021,SGPP1
231914_at,-0.426188381,5.627013201,-5.709518012,2.72E-06,9.66E-05,4.610357525,NUDT14
240221_at,-0.426175516,7.394139537,-5.718724818,2.65E-06,9.47E-05,4.63601291,CSNK1A1
236648_at,-0.426053446,4.685034434,-4.731356822,4.54E-05,0.000815194,1.886975316,GMPS
1570249_x_at,-0.425998199,5.778370373,-4.114786604,0.000261699,0.003094374,0.204528204,NA
1552678_a_at,-0.425987126,6.250283374,-2.96364696,0.005768348,0.033205351,-2.712483365,USP28
214306_at,-0.425939254,5.896929459,-4.496908771,8.88E-05,0.001350444,1.241591717,OPA1
1558693_s_at,-0.425930333,6.809740286,-3.313498701,0.002335186,0.016861631,-1.870372665,GLMP
202422_s_at,-0.42560557,7.139504444,-3.459779044,0.001582904,0.012515585,-1.504983876,ACSL4
211286_x_at,-0.425574601,6.96697957,-4.086457853,0.000283334,0.003289016,0.128584245,CSF2RA
216605_s_at,-0.425502222,5.61560628,-4.797245229,3.76E-05,0.00070539,2.069251351,CEACAM21
202351_at,-0.425441139,7.570865913,-3.988907682,0.000372123,0.004081176,-0.131752071,ITGAV
232490_s_at,-0.425431448,5.663174697,-3.810415376,0.00061028,0.005973785,-0.602904542,PRUNE1
217152_at,-0.425304175,5.559578201,-4.047759786,0.000315747,0.003578657,0.025086029,NA
208694_at,-0.425249971,7.927749951,-4.844717092,3.28E-05,0.000637615,2.200779644,PRKDC
1553030_a_at,-0.425190511,4.666536683,-5.390228737,6.82E-06,0.000194195,3.719705407,SUOX
212260_at,-0.425134248,6.926867101,-7.548627215,1.56E-08,2.67E-06,9.619765469,GIGYF2
233230_s_at,-0.425048834,5.824915974,-4.098216124,0.000274149,0.003203478,0.1600879,SLAIN2
218383_at,-0.425009096,7.995417258,-5.873667026,1.70E-06,6.91E-05,5.067363426,NA
207728_at,-0.424960643,4.890622933,-3.954233364,0.000409836,0.00439024,-0.223826441,ATF7IP
1560034_a_at,-0.424938382,8.772214646,-3.165045118,0.003443613,0.022708907,-2.233532597,NA
236994_at,-0.424796624,4.985701231,-4.209315688,0.000200606,0.00254009,0.458977644,FBXL4
208306_x_at,-0.424746256,12.60011282,-5.606567188,3.66E-06,0.000120823,4.323337597,NA
202826_at,-0.424663386,6.773416533,-3.994984948,0.000365873,0.004023348,-0.11558877,SPINT1
222975_s_at,-0.424658342,10.28787962,-4.724019052,4.64E-05,0.000826819,1.866697357,CSDE1
223703_at,-0.424609287,6.529157823,-3.434451196,0.001693829,0.01317168,-1.568753557,LRMDA
243491_at,-0.424546532,4.787951331,-4.762267898,4.16E-05,0.000762066,1.972446502,ZNF431
238781_at,-0.424523908,6.500027499,-5.958907058,1.33E-06,5.80E-05,5.304270558,SREK1
244000_at,-0.424279584,6.425088046,-3.896991572,0.000480426,0.004965464,-0.375264113,NA
203729_at,-0.424262543,11.16287726,-4.303684387,0.000153669,0.002061296,0.714469405,EMP3
208407_s_at,-0.424232781,6.989323846,-4.921639651,2.63E-05,0.000538939,2.414221137,NA
233632_s_at,-0.423869233,8.493704984,-5.560029805,4.18E-06,0.000133927,4.193526276,XRN1
227539_at,-0.423527449,7.911130642,-5.224139643,1.10E-05,0.000279554,3.256326218,GNA13
224985_at,-0.423477767,9.133967034,-5.564440883,4.13E-06,0.000132471,4.205831945,NRAS
212009_s_at,-0.423475899,7.795424986,-4.872507397,3.03E-05,0.000600906,2.277848292,STIP1
221666_s_at,-0.42341202,10.10771247,-4.177504378,0.00021941,0.002709174,0.373176919,PYCARD
1570048_at,-0.423396824,4.570216593,-3.601520114,0.001080366,0.009294888,-1.144473132,DNAJC24
203466_at,-0.423282862,7.432391586,-5.83033884,1.92E-06,7.60E-05,4.946825498,MPV17
243521_at,-0.423271199,5.244923747,-5.457293411,5.62E-06,0.000167285,3.906862664,ZXDA
224395_s_at,-0.423008393,8.740264991,-5.692782926,2.86E-06,9.99E-05,4.563718251,RNF7
214665_s_at,-0.422951705,10.38271946,-5.761946922,2.34E-06,8.64E-05,4.756421532,CHP1
239100_x_at,-0.422913617,5.111703928,-3.652400996,0.000940863,0.008330636,-1.013632758,PCNX1
224334_s_at,-0.42284276,7.096345031,-6.76723386,1.35E-07,1.15E-05,7.528000215,NA
216274_s_at,-0.422842587,10.31680199,-5.021045581,1.98E-05,0.000435243,2.690540838,SEC11A
226520_at,-0.422734045,7.376078155,-5.477515411,5.31E-06,0.000160263,3.963294226,LCOR
244312_at,-0.422711036,6.106470529,-3.66365597,0.000912453,0.008146374,-0.984593844,NA
218474_s_at,-0.422675509,7.960679017,-5.800337447,2.10E-06,8.05E-05,4.863321101,KCTD5
211426_x_at,-0.42263125,7.659732835,-4.537127984,7.91E-05,0.001237843,1.351901371,GNAQ
229560_at,-0.422603518,10.43451355,-4.749398583,4.31E-05,0.000784141,1.936852643,TLR8
1552472_a_at,-0.422525813,7.370841728,-5.225341599,1.10E-05,0.000279106,3.259678153,ACAP2
